parola,categoria,prefisso_numerico,info_grammaticale,pos,gender,info_verbali
minchia,alto_uso,,s.f.,sostantivo,femminile,
minestra,alta_disponibilita,,s.f.,sostantivo,femminile,
minestrone,alta_disponibilita,,s.m.,sostantivo,maschile,
mini,alta_disponibilita,1,agg. inv.,aggettivo,invariabile,
miniera,alto_uso,,s.f.,sostantivo,femminile,
minigonna,alta_disponibilita,,s.f.,sostantivo,femminile,
minimo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
ministero,fondamentale,,s.m.,sostantivo,maschile,
ministro,fondamentale,,s.m.,sostantivo,maschile,
minoranza,alto_uso,,s.f.,sostantivo,femminile,
minore,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
minuscolo,alto_uso,,agg.,aggettivo,,
minuto,fondamentale,1,s.m.,sostantivo,maschile,
mio,fondamentale,,"agg.poss. di prima pers.sing., pron.poss. di prima pers.sing.",aggettivo possessivo; aggettivo; sostantivo; pronome,singolare,
miracolo,fondamentale,,s.m.,sostantivo,maschile,
mirare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
mischiare,alto_uso,,v.tr.,verbo,,v.tr.
miscuglio,alta_disponibilita,,s.m.,sostantivo,maschile,
miseria,alto_uso,,s.f.,sostantivo,femminile,
misero,alto_uso,,agg.,aggettivo,,
missile,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
missione,fondamentale,1,s.f.,sostantivo,femminile,
mister,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
misterioso,alto_uso,,agg.,aggettivo,,
mistero,fondamentale,,s.m.,sostantivo,maschile,
misto,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
misura,fondamentale,,s.f.,sostantivo,femminile,
misurare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
misurazione,alta_disponibilita,,s.f.,sostantivo,femminile,
mitico,alto_uso,,agg.,aggettivo,,
mito,alto_uso,,s.m.,sostantivo,maschile,
mitragliatrice,alta_disponibilita,,s.f.,sostantivo,femminile,
mobile,fondamentale,1,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
mobilio,alta_disponibilita,,s.m.,sostantivo,maschile,
mocassino,alta_disponibilita,,s.m.,sostantivo,maschile,
moda,fondamentale,1,s.f.,sostantivo,femminile,
modalità,alto_uso,1,s.f.inv.,sostantivo,femminile; invariabile,
modella,alto_uso,,s.f.,sostantivo,femminile,
modellare,alta_disponibilita,,v.tr.,verbo,,v.tr.
modello,fondamentale,,s.m.,sostantivo,maschile,
moderato,alto_uso,,"p.pass., agg., avv., s.m.",verbo; participio passato; aggettivo; avverbio; sostantivo,maschile,p.pass.
moderatore,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
modernità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
moderno,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
modestia,alta_disponibilita,,s.f.,sostantivo,femminile,
modesto,alto_uso,,agg.,aggettivo,,
modifica,alto_uso,,s.f.,sostantivo,femminile,
modificare,fondamentale,,v.tr.,verbo,,v.tr.
modificazione,alto_uso,,s.f.,sostantivo,femminile,
modo,fondamentale,,s.m.,sostantivo,maschile,
modulo,alto_uso,,s.m.,sostantivo,maschile,
moglie,fondamentale,,s.f.,sostantivo,femminile,
molecola,alto_uso,,s.f.,sostantivo,femminile,
molisano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
molla,alta_disponibilita,,s.f.,sostantivo,femminile,
mollare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
mollusco,alta_disponibilita,,s.m.,sostantivo,maschile,
molo,alta_disponibilita,,s.m.,sostantivo,maschile,
moltiplicare,alto_uso,,v.tr.,verbo,,v.tr.
molto,fondamentale,,"agg.indef., pron.indef., avv., s.m.",aggettivo indefinito; aggettivo; pronome; avverbio; sostantivo,maschile; femminile,
momento,fondamentale,,s.m.,sostantivo,maschile,
monaca,alta_disponibilita,,s.f.,sostantivo,femminile,
monaco,alta_disponibilita,1,s.m.,sostantivo,maschile,
monarchica,alta_disponibilita,,s.f.,sostantivo,femminile,
mondiale,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
mondo,fondamentale,1,s.m.,sostantivo,maschile,
monello,alta_disponibilita,,s.m.,sostantivo,maschile,
moneta,fondamentale,,s.f.,sostantivo,femminile,
monetario,alto_uso,2,agg.,aggettivo,,
monitor,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
monologo,alto_uso,,s.m.,sostantivo,maschile,
montaggio,alto_uso,,s.m.,sostantivo,maschile,
montagna,fondamentale,,s.f.,sostantivo,femminile,
montare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
monte,fondamentale,,s.m.,sostantivo,maschile,
montenegrino,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
monumento,alto_uso,,s.m.,sostantivo,maschile,
mora,alto_uso,1,s.f.,sostantivo,femminile,
morale,fondamentale,1,"agg., s.f., s.m.",aggettivo; sostantivo,maschile; femminile,
morbido,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
mordere,alto_uso,,v.tr.,verbo,,v.tr.
morire,fondamentale,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
moro,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
morsicare,alta_disponibilita,,v.tr.,verbo,,v.tr.
morso,alta_disponibilita,1,s.m.,sostantivo,maschile,
mortadella,alta_disponibilita,,s.f.,sostantivo,femminile,
mortale,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
morte,fondamentale,,s.f.,sostantivo,femminile,
morto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
mosca,alto_uso,,s.f.,sostantivo,femminile,
moscovita,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
mossa,alto_uso,,s.f.,sostantivo,femminile,
mostarda,alta_disponibilita,,s.f.,sostantivo,femminile,
mostra,fondamentale,,s.f.,sostantivo,femminile,
mostrare,fondamentale,,"v.tr., v.intr.",verbo,,v.tr.; v.intr.
mostro,alto_uso,1,s.m.,sostantivo,maschile,
motel,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
motivare,alto_uso,,v.tr.,verbo,,v.tr.
motivazione,alto_uso,,s.f.,sostantivo,femminile,
motivo,fondamentale,1,s.m.,sostantivo,maschile,
moto,fondamentale,1,s.m.,sostantivo,maschile,
moto,fondamentale,2,s.f.inv.,sostantivo,femminile; invariabile,
motociclismo,alta_disponibilita,,s.m.,sostantivo,maschile,
motociclista,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
motore,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
motorino,alto_uso,,s.m.,sostantivo,maschile,
motoscafo,alta_disponibilita,,s.m.,sostantivo,maschile,
mousse,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
movimento,fondamentale,,s.m.,sostantivo,maschile,
mozzarella,alta_disponibilita,,s.f.,sostantivo,femminile,
mucca,alto_uso,,s.f.,sostantivo,femminile,
mucchio,alto_uso,1,s.m.,sostantivo,maschile,
muggire,alta_disponibilita,,v.intr.,verbo,,v.intr.
muggito,alta_disponibilita,,"p.pass., s.m.",verbo; participio passato; sostantivo,maschile,p.pass.
mugnaio,alta_disponibilita,,s.m.,sostantivo,maschile,
mugolare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
mulino,alta_disponibilita,1,s.m.,sostantivo,maschile,
multa,alto_uso,,s.f.,sostantivo,femminile,
multare,alta_disponibilita,,v.tr.,verbo,,v.tr.
multinazionale,alto_uso,,"agg., s.f.",aggettivo; sostantivo,femminile,
multiplo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
multipresa,alta_disponibilita,,s.f.,sostantivo,femminile,
mummia,alta_disponibilita,,s.f.,sostantivo,femminile,
mungere,alta_disponibilita,,v.tr.,verbo,,v.tr.
municipio,alta_disponibilita,,s.m.,sostantivo,maschile,
muovere,fondamentale,,v.tr. e intr.,verbo,,v.tr. e intr.
murare,alta_disponibilita,1,v.tr.,verbo,,v.tr.
muratore,alta_disponibilita,,s.m.,sostantivo,maschile,
muro,fondamentale,,s.m.,sostantivo,maschile,
muschio,alta_disponibilita,1,"s.m., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
muscolare,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
muscolo,fondamentale,,s.m.,sostantivo,maschile,
museo,fondamentale,,s.m.,sostantivo,maschile,
musica,fondamentale,1,s.f.,sostantivo,femminile,
musicale,fondamentale,,agg.,aggettivo,,
musicista,alto_uso,,s.m. e f.,sostantivo,maschile e femminile,
muso,alto_uso,,s.m.,sostantivo,maschile,
musulmano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
muta,alta_disponibilita,1,s.f.,sostantivo,femminile,
mutamento,alto_uso,,s.m.,sostantivo,maschile,
mutanda,alto_uso,,s.f.,sostantivo,femminile,
mutandina,alta_disponibilita,,s.f.,sostantivo,femminile,
mutare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
mutazione,alto_uso,,s.f.,sostantivo,femminile,
mutilato,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
muto,alto_uso,1,"agg., s.m.",aggettivo; sostantivo,maschile,
mutuo,alto_uso,1,s.m.,sostantivo,maschile,
nanna,alta_disponibilita,,s.f.,sostantivo,femminile,
nano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
napoletano,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
narrare,alto_uso,,v.tr.,verbo,,v.tr.
narrativo,alto_uso,,agg.,aggettivo,,
narratore,alto_uso,,s.m.,sostantivo,maschile,
narrazione,alto_uso,,s.f.,sostantivo,femminile,
nasale,alto_uso,1,"agg., s.f., s.m.",aggettivo; sostantivo,maschile; femminile,
nascere,fondamentale,,"v.intr., s.m.",verbo; sostantivo,maschile,v.intr.
nascita,fondamentale,,s.f.,sostantivo,femminile,
nascondere,fondamentale,,v.tr.,verbo,,v.tr.
nascondiglio,alta_disponibilita,,s.m.,sostantivo,maschile,
nascondino,alta_disponibilita,,s.m.,sostantivo,maschile,
nascosto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
naso,fondamentale,,s.m.,sostantivo,maschile,
nastro,fondamentale,,s.m.,sostantivo,maschile,
natale,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
natalizio,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
nato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
natura,fondamentale,,s.f.,sostantivo,femminile,
naturale,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
naturalmente,alto_uso,,avv.,avverbio,,
naufragio,alta_disponibilita,,s.m.,sostantivo,maschile,
navale,alta_disponibilita,,agg.,aggettivo,,
nave,fondamentale,,s.f.,sostantivo,femminile,
navicella,alta_disponibilita,,s.f.,sostantivo,femminile,
navigare,alto_uso,,"v.intr., v.tr.",verbo,,v.intr.; v.tr.
navigazione,alto_uso,,s.f.,sostantivo,femminile,
nazionale,fondamentale,,"agg., s.f. e m.",aggettivo; sostantivo,femminile e maschile,
nazionalità,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
nazione,fondamentale,,s.f.,sostantivo,femminile,
nazista,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
ndrangheta,alta_disponibilita,,s.f.,sostantivo,femminile,
né,fondamentale,,cong.,congiunzione,,
ne,fondamentale,1,"pron.pers., avv.",pronome; sostantivo; avverbio,,
neanche,fondamentale,,avv.,avverbio,,
nebbia,alto_uso,,s.f.,sostantivo,femminile,
necessariamente,alto_uso,,avv.,avverbio,,
necessario,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
necessità,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
necessitare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
negare,fondamentale,,v.tr.,verbo,,v.tr.
negativo,fondamentale,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
negazione,alta_disponibilita,,s.f.,sostantivo,femminile,
negoziante,alta_disponibilita,,"p.pres., s.m. e f.",verbo; participio presente; sostantivo,maschile e femminile,p.pres.
negozio,fondamentale,,s.m.,sostantivo,maschile,
negro,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
nemico,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nemmeno,fondamentale,,avv.,avverbio,,
neo,alta_disponibilita,1,s.m.,sostantivo,maschile,
neonato,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
neppure,fondamentale,,avv.,avverbio,,
nero,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nervo,alto_uso,,s.m.,sostantivo,maschile,
nervosismo,alta_disponibilita,,s.m.,sostantivo,maschile,
nervoso,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nessuno,fondamentale,,"agg. indef., pron.indef.m., s.m.",aggettivo; pronome; sostantivo,maschile; femminile,
nettare,alta_disponibilita,1,s.m.,sostantivo,maschile,
netto,alto_uso,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
network,alto_uso,,s.m.inv.,sostantivo,maschile; invariabile,
neutro,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
neve,fondamentale,,s.f.,sostantivo,femminile,
nevicare,alta_disponibilita,,v.intr. e tr.,verbo,,v.intr. e tr.
news,alto_uso,,s.f.pl.,sostantivo,femminile; plurale,
newyorkese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
nido,alto_uso,,s.m.,sostantivo,maschile,
niente,fondamentale,,"pron.indef.inv., s.m.inv., agg.inv., avv.",pronome; sostantivo; aggettivo; avverbio,maschile; femminile; invariabile,
nipote,fondamentale,,s.m. e f.,sostantivo,maschile e femminile,
no,fondamentale,1,"avv., s.m.inv., agg.inv.",avverbio; sostantivo; aggettivo,maschile; invariabile,
nobile,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
nocciola,alta_disponibilita,,"s.f., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
nocciolina,alta_disponibilita,,s.f.,sostantivo,femminile,
nocivo,alta_disponibilita,,agg.,aggettivo,,
nodo,alto_uso,,s.m.,sostantivo,maschile,
noi,fondamentale,,pron.pers. di prima pers.pl.,pronome; sostantivo,plurale,
noia,alto_uso,,s.f.,sostantivo,femminile,
noioso,alto_uso,,agg.,aggettivo,,
noleggiare,alta_disponibilita,,v.tr.,verbo,,v.tr.
nome,fondamentale,,s.m.,sostantivo,maschile,
nomina,alto_uso,,s.f.,sostantivo,femminile,
nominare,fondamentale,,v.tr.,verbo,,v.tr.
non,fondamentale,,avv.,avverbio,,
nonché,alto_uso,,cong.,congiunzione,,
nonna,fondamentale,,s.f.,sostantivo,femminile,
nonno,fondamentale,,s.m.,sostantivo,maschile,
nono,alto_uso,,"agg.num.ord., s.m.",aggettivo numerale ordinale; aggettivo; sostantivo,maschile,
nonostante,fondamentale,,"prep., cong.",preposizione; congiunzione,,
nord,fondamentale,,"s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; invariabile,
nordamericano,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
norma,alto_uso,,s.f.,sostantivo,femminile,
normale,fondamentale,,"agg., s.m., s.f.",aggettivo; sostantivo,maschile; femminile,
normalità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
normalmente,alto_uso,,avv.,avverbio,,
normativa,alto_uso,,s.f.,sostantivo,femminile,
norvegese,alta_disponibilita,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
nostalgia,alto_uso,,s.f.,sostantivo,femminile,
nostro,fondamentale,,"agg.poss. di prima pers.pl., pron.poss. di prima pers.pl.",aggettivo possessivo; aggettivo; sostantivo; pronome,plurale,
nota,fondamentale,,s.f.,sostantivo,femminile,
notaio,alto_uso,,s.m.,sostantivo,maschile,
notare,fondamentale,1,v.tr.,verbo,,v.tr.
notevole,alto_uso,,agg.,aggettivo,,
notizia,fondamentale,,s.f.,sostantivo,femminile,
noto,fondamentale,1,"agg., s.m.",aggettivo; sostantivo,maschile,
notte,fondamentale,,s.f.,sostantivo,femminile,
notturno,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
novanta,alto_uso,,"agg.num.card.inv., s.m.inv.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; invariabile,
nove,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl.",aggettivo numerale cardinale; aggettivo; sostantivo,maschile; femminile; invariabile; plurale,
novella,alta_disponibilita,,s.f.,sostantivo,femminile,
novembre,fondamentale,,s.m.,sostantivo,maschile,
novità,fondamentale,,s.f.inv.,sostantivo,femminile; invariabile,
nozione,alto_uso,,s.f.,sostantivo,femminile,
nozze,alto_uso,,s.f.pl.,sostantivo,femminile; plurale,
nube,alto_uso,,s.f.,sostantivo,femminile,
nucleare,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nucleo,alto_uso,,s.m.,sostantivo,maschile,
nudo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nulla,fondamentale,,"pron.indef.inv., s.m.inv., avv.",pronome; sostantivo; avverbio,maschile; femminile; invariabile,
numerare,alto_uso,,v.tr.,verbo,,v.tr.
numerazione,alta_disponibilita,,s.f.,sostantivo,femminile,
numero,fondamentale,,s.m.,sostantivo,maschile,
numeroso,fondamentale,,agg.,aggettivo,,
nuora,alta_disponibilita,,s.f.,sostantivo,femminile,
nuotare,alto_uso,,v.intr. e tr.,verbo,,v.intr. e tr.
nuoto,alto_uso,,s.m.,sostantivo,maschile,
nuovamente,alto_uso,,avv.,avverbio,,
nuovo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
nutrire,alto_uso,,v.tr.,verbo,,v.tr.
nuvola,alto_uso,,s.f.,sostantivo,femminile,
nuvoloso,alta_disponibilita,,agg.,aggettivo,,
nylon,alta_disponibilita,,"s.m.inv. 1o s.f. e m.inv., 2o cong.",sostantivo; congiunzione,femminile e maschile; maschile; invariabile,
obbedire,alto_uso,,v.intr.,verbo,,v.intr.
obbiettivo,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
obbligare,fondamentale,,v.tr.,verbo,,v.tr.
obbligatorio,alto_uso,,agg.,aggettivo,,
obbligazione,alto_uso,,s.f.,sostantivo,femminile,
obbligo,alto_uso,,s.m.,sostantivo,maschile,
obiettivo,fondamentale,,"agg., s.m.",aggettivo; sostantivo,maschile,
obiezione,alto_uso,,s.f.,sostantivo,femminile,
oblò,alta_disponibilita,,s.m.inv.,sostantivo,maschile; invariabile,
occasione,fondamentale,,s.f.,sostantivo,femminile,
occhiaia,alta_disponibilita,,s.f.,sostantivo,femminile,
occhiale,fondamentale,,"s.m., agg.",sostantivo; aggettivo,maschile,
occhiata,alto_uso,1,s.f.,sostantivo,femminile,
occhiello,alta_disponibilita,,s.m.,sostantivo,maschile,
occhio,fondamentale,,s.m.,sostantivo,maschile,
occidentale,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
occidente,alto_uso,,"s.m., agg.",sostantivo; aggettivo,maschile,
occorrere,fondamentale,,v.intr.,verbo,,v.intr.
occupare,fondamentale,,v.tr.,verbo,,v.tr.
occupato,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
occupazione,alto_uso,,s.f.,sostantivo,femminile,
oceano,alto_uso,,s.m.,sostantivo,maschile,
oculista,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
oddio,alto_uso,,inter.,interiezione,,
odiare,fondamentale,,v.tr.,verbo,,v.tr.
odio,alto_uso,,s.m.,sostantivo,maschile,
odorare,alta_disponibilita,,v.tr. e intr.,verbo,,v.tr. e intr.
odore,fondamentale,,s.m.,sostantivo,maschile,
offendere,alto_uso,,v.tr.,verbo,,v.tr.
offerta,fondamentale,,s.f.,sostantivo,femminile,
offesa,alto_uso,,s.f.,sostantivo,femminile,
offeso,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
officina,alto_uso,,s.f.,sostantivo,femminile,
offline,alto_uso,,"agg.inv., s.m.inv.",aggettivo; sostantivo,maschile; invariabile,
offrire,fondamentale,,v.tr.,verbo,,v.tr.
oggettivo,alto_uso,,agg.,aggettivo,,
oggetto,fondamentale,,s.m.,sostantivo,maschile,
oggi,fondamentale,,"avv., s.m.inv.",avverbio; sostantivo,maschile; invariabile,
ogni,fondamentale,,agg.indef.inv.,aggettivo indefinito; aggettivo,femminile; invariabile,
ognuno,fondamentale,,"pron.indef.m., agg.indef.",pronome; aggettivo indefinito; aggettivo,maschile; femminile,
ok,fondamentale,,"avv., s.m.inv., agg.inv.",avverbio; sostantivo; aggettivo,maschile; invariabile,
okay,fondamentale,,"avv., s.m.inv., agg.inv.",avverbio; sostantivo; aggettivo,maschile; invariabile,
olandese,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
oliare,alta_disponibilita,,v.tr.,verbo,,v.tr.
oliera,alta_disponibilita,,s.f.,sostantivo,femminile,
olimpico,alto_uso,,agg.,aggettivo,,
olio,fondamentale,,s.m.,sostantivo,maschile,
oliva,alto_uso,,"s.f., s.m.inv., agg.inv.",sostantivo; aggettivo,maschile; femminile; invariabile,
oltre,fondamentale,,"avv., prep.",avverbio; preposizione,,
oltrepassare,alta_disponibilita,,v.tr.,verbo,,v.tr.
oltretutto,alto_uso,,avv.,avverbio,,
omaggio,alto_uso,,s.m.,sostantivo,maschile,
ombelico,alta_disponibilita,,s.m.,sostantivo,maschile,
ombra,fondamentale,,s.f.,sostantivo,femminile,
ombrellone,alta_disponibilita,,s.m.,sostantivo,maschile,
omicidio,fondamentale,,s.m.,sostantivo,maschile,
omogeneizzato,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
omonimo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
onda,fondamentale,,s.f.,sostantivo,femminile,
ondata,alto_uso,,s.f.,sostantivo,femminile,
ondeggiare,alta_disponibilita,,v.intr.,verbo,,v.intr.
onere,alto_uso,,s.m.,sostantivo,maschile,
onestamente,alto_uso,,avv.,avverbio,,
onesto,alto_uso,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
online,alto_uso,,"agg.inv., s.m.inv.",aggettivo; sostantivo,maschile; invariabile,
onorare,alto_uso,,v.tr.,verbo,,v.tr.
onore,fondamentale,,s.m.,sostantivo,maschile,
opera,fondamentale,,s.f.,sostantivo,femminile,
operaio,fondamentale,,"s.m., agg.",sostantivo; aggettivo,maschile,
operare,fondamentale,,v.intr. e tr.,verbo,,v.intr. e tr.
operativo,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
operatore,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
operazione,fondamentale,,s.f.,sostantivo,femminile,
opinione,fondamentale,,s.f.,sostantivo,femminile,
opporre,fondamentale,,v.tr.,verbo,,v.tr.
opportunità,alto_uso,,s.f.inv.,sostantivo,femminile; invariabile,
opportuno,alto_uso,,agg.,aggettivo,,
opposizione,alto_uso,,s.f.,sostantivo,femminile,
opposto,fondamentale,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
oppressivo,alta_disponibilita,,agg.,aggettivo,,
oppresso,alta_disponibilita,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
oppressore,alta_disponibilita,,"agg., s.m.",aggettivo; sostantivo,maschile,
oppure,fondamentale,,cong.,congiunzione,,
opzione,alto_uso,1,s.f.,sostantivo,femminile,
ora,fondamentale,1,s.f.,sostantivo,femminile,
ora,fondamentale,2,avv.,avverbio,,
orale,alto_uso,2,agg.,aggettivo,,
oramai,alto_uso,,avv.,avverbio,,
orario,fondamentale,1,"agg., s.m.",aggettivo; sostantivo,maschile,
orbita,alto_uso,,s.f.,sostantivo,femminile,
orchestra,alto_uso,,s.f.,sostantivo,femminile,
orco,alto_uso,,s.m.,sostantivo,maschile,
ordinamento,alto_uso,,s.m.,sostantivo,maschile,
ordinanza,alto_uso,,s.f.,sostantivo,femminile,
ordinare,fondamentale,,v.tr.,verbo,,v.tr.
ordinario,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
ordine,fondamentale,,s.m.,sostantivo,maschile,
orecchino,alta_disponibilita,,s.m.,sostantivo,maschile,
orecchio,fondamentale,,s.m.,sostantivo,maschile,
orefice,alta_disponibilita,,s.m. e f.,sostantivo,maschile e femminile,
organico,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
organismo,fondamentale,,s.m.,sostantivo,maschile,
organizzare,fondamentale,,v.tr.,verbo,,v.tr.
organizzato,alto_uso,,"p.pass., agg., s.m.",verbo; participio passato; aggettivo; sostantivo,maschile,p.pass.
organizzazione,fondamentale,,s.f.,sostantivo,femminile,
organo,fondamentale,,s.m.,sostantivo,maschile,
orgasmo,alto_uso,,s.m.,sostantivo,maschile,
orgoglio,alto_uso,,s.m.,sostantivo,maschile,
orgoglioso,alto_uso,,agg.,aggettivo,,
orientale,alto_uso,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
orientamento,alto_uso,,s.m.,sostantivo,maschile,
orientare,alto_uso,,v.tr.,verbo,,v.tr.
oriente,alto_uso,,"agg., s.m.",aggettivo; sostantivo,maschile,
origano,alta_disponibilita,,s.m.,sostantivo,maschile,
originale,fondamentale,,"agg., s.m. e f.",aggettivo; sostantivo,maschile e femminile,
originario,alto_uso,,agg.,aggettivo,,
origine,fondamentale,,s.f.,sostantivo,femminile,
orizzontale,alto_uso,,"agg., s.f.",aggettivo; sostantivo,femminile,
orizzonte,alto_uso,,s.m.,sostantivo,maschile,
orlo,alto_uso,,s.m.,sostantivo,maschile,
orma,alta_disponibilita,,s.f.,sostantivo,femminile,
ormai,fondamentale,,avv.,avverbio,,
ormone,alto_uso,,s.m.,sostantivo,maschile,
oro,fondamentale,,s.m.,sostantivo,maschile,
orologiaio,alta_disponibilita,,s.m.,sostantivo,maschile,
orologio,fondamentale,,s.m.,sostantivo,maschile,
oroscopo,alto_uso,,s.m.,sostantivo,maschile,
orribile,alto_uso,,agg.,aggettivo,,
orrore,alto_uso,,s.m.,sostantivo,maschile,
orso,alto_uso,,s.m.,sostantivo,maschile,
ortaggio,alta_disponibilita,,s.m.,sostantivo,maschile,
ortensia,alta_disponibilita,,s.f.,sostantivo,femminile,
ortica,alta_disponibilita,,s.f.,sostantivo,femminile,
orto,alto_uso,1,s.m.,sostantivo,maschile,
ortolano,alta_disponibilita,,"s.m., agg.",sostantivo; aggettivo,maschile,
orzo,alta_disponibilita,,s.m.,sostantivo,maschile,
osare,alto_uso,,v.tr.,verbo,,v.tr.
osceno,alta_disponibilita,,agg.,aggettivo,,
oscillare,alto_uso,,v.intr.,verbo,,v.intr.
oscurare,alto_uso,,v.tr. e intr.,verbo,,v.tr. e intr.
oscuro,alto_uso,,"agg., s.m., avv.",aggettivo; sostantivo; avverbio,maschile,
ospedale,fondamentale,,s.m.,sostantivo,maschile,
ospitalità,alta_disponibilita,,s.f.inv.,sostantivo,femminile; invariabile,
