parola,categoria,prefisso_numerico,info_grammaticale
meccanico,fondamentale,,"agg., s.m."
meccanismo,fondamentale,,s.m.
medaglia,alto_uso,,s.f.
medesimo,alto_uso,,"agg.dimostr., pron.dimostr.m."
media,fondamentale,1,s.f.
media,fondamentale,2,s.m.inv.
mediante,alto_uso,2,prep.
medicare,alta_disponibilita,,v.tr.
medicina,fondamentale,,s.f.
medico,fondamentale,1,s.m.
medico,fondamentale,2,agg.
medievale,alto_uso,,agg.
medio,fondamentale,1,"agg., s.m."
medioevo,alto_uso,,s.m.
meditare,alto_uso,,v.tr. e intr.
mediterraneo,alto_uso,,"agg., s.m."
meglio,fondamentale,,"avv., agg.inv., s.m.inv."
mela,alto_uso,,s.f.
melagrana,alta_disponibilita,,s.f.
melanzana,alta_disponibilita,,s.f.
melo,alta_disponibilita,,s.m.inv.
melograno,alta_disponibilita,,s.m.
melone,alta_disponibilita,,s.m.
membrana,alto_uso,,s.f.
membro,fondamentale,,s.m.
memoria,fondamentale,,s.f.
menare,alto_uso,,v.tr. e intr.
mendicante,alta_disponibilita,,"p.pres., agg., s.m. e f."
meno,fondamentale,,"avv., agg.compar.inv., prep., s.m.inv."
mensa,alto_uso,1,s.f.
mensile,alto_uso,,"agg., s.m."
mensola,alta_disponibilita,,s.f.
menta,alta_disponibilita,,s.f.
mentale,fondamentale,1,agg.
mentalità,alto_uso,,s.f.inv.
mente,fondamentale,,s.f.
mentire,fondamentale,,v.intr. e tr.
mento,alto_uso,,s.m.
mentre,fondamentale,,cong.
menu,alto_uso,,s.m.inv.
menzogna,alto_uso,,s.f.
meraviglia,alto_uso,,s.f.
meravigliare,alto_uso,,v.tr. e intr.
meraviglioso,fondamentale,,"agg., s.m."
mercante,alto_uso,,s.m.
mercato,fondamentale,1,s.m.
merce,alto_uso,,s.f.
merceria,alta_disponibilita,,s.f.
mercoledì,alto_uso,,s.m.inv.
merda,fondamentale,,s.f.
merenda,alta_disponibilita,,s.f.
merendina,alta_disponibilita,,s.f.
meridiano,alta_disponibilita,,"agg., s.m."
meridionale,fondamentale,1,"agg., s.m. e f."
meridione,alta_disponibilita,,s.m.
meritare,fondamentale,,v.tr. e intr.
merito,fondamentale,1,s.m.
merlo,alta_disponibilita,1,s.m.
merluzzo,alta_disponibilita,1,s.m.
mero,alto_uso,1,agg.
mescolare,alto_uso,,v.tr.
mese,fondamentale,1,s.m.
messa,alto_uso,1,s.f.
messa,alto_uso,2,s.f.
messaggio,fondamentale,,s.m.
messe,alta_disponibilita,,s.f.
messicano,alta_disponibilita,,"agg., s.m."
mestiere,fondamentale,,s.m.
mestolo,alta_disponibilita,,s.m.
mestruazione,alta_disponibilita,,s.f.
metà,fondamentale,,s.f.inv.
meta,alto_uso,1,s.f.
metafora,alto_uso,,s.f.
metallico,alto_uso,,agg.
metallo,alto_uso,1,s.m.
metalmeccanico,alta_disponibilita,,"agg., s.m."
meteo,alto_uso,,"agg.inv., s.m.inv."
metodo,fondamentale,,s.m.
metro,fondamentale,1,s.m.
metropolitano,alto_uso,,"agg., s.m."
mettere,fondamentale,,v.tr. e intr.
mezzanotte,alto_uso,,s.f.
mezzo,fondamentale,1,"agg., s.m., avv."
mezzogiorno,alto_uso,,s.m.
mi,fondamentale,3,pron.pers. di prima pers.sing.
miagolare,alta_disponibilita,,v.intr.
mica,fondamentale,1,"s.f., avv."
micio,alta_disponibilita,1,s.m.
microfono,alto_uso,,s.m.
miele,alto_uso,,"s.m., s.m.inv., agg.inv."
mietere,alta_disponibilita,,v.tr.
migliaio,fondamentale,,s.m.
migliaio,fondamentale,,s.m.
miglioramento,alto_uso,,s.m.
migliorare,fondamentale,,v.tr. e intr.
migliore,fondamentale,,"agg., s.m. e f., avv."
mignolo,alta_disponibilita,,s.m.
mila,fondamentale,,agg.num. card.inv.
milanese,alto_uso,,"agg., s.m. e f."
miliardo,fondamentale,,s.m.
milione,fondamentale,,s.m.
militare,fondamentale,1,"agg., s.m."
mille,fondamentale,,"agg.num.card.inv., s.m.inv."
millennio,alto_uso,,s.m.
millimetro,alto_uso,,s.m.
mimosa,alta_disponibilita,,s.f.
minaccia,alto_uso,,s.f.
minacciare,fondamentale,,v.tr.
minchia,alto_uso,,s.f.
minestra,alta_disponibilita,,s.f.
minestrone,alta_disponibilita,,s.m.
mini,alta_disponibilita,1,agg. inv.
miniera,alto_uso,,s.f.
minigonna,alta_disponibilita,,s.f.
minimo,fondamentale,,"agg., s.m."
ministero,fondamentale,,s.m.
ministro,fondamentale,,s.m.
minoranza,alto_uso,,s.f.
minore,fondamentale,,"agg., s.m. e f."
minuscolo,alto_uso,,agg.
minuto,fondamentale,1,s.m.
mio,fondamentale,,"agg.poss. di prima pers.sing., pron.poss. di prima pers.sing."
miracolo,fondamentale,,s.m.
mirare,alto_uso,,v.tr. e intr.
mischiare,alto_uso,,v.tr.
miscuglio,alta_disponibilita,,s.m.
miseria,alto_uso,,s.f.
misero,alto_uso,,agg.
missile,alta_disponibilita,,"agg., s.m."
missione,fondamentale,1,s.f.
mister,alta_disponibilita,,s.m.inv.
misterioso,alto_uso,,agg.
mistero,fondamentale,,s.m.
misto,alto_uso,,"agg., s.m."
misura,fondamentale,,s.f.
misurare,alto_uso,,v.tr. e intr.
misurazione,alta_disponibilita,,s.f.
mitico,alto_uso,,agg.
mito,alto_uso,,s.m.
mitragliatrice,alta_disponibilita,,s.f.
mobile,fondamentale,1,"agg., s.m., s.f."
mobilio,alta_disponibilita,,s.m.
mocassino,alta_disponibilita,,s.m.
moda,fondamentale,1,s.f.
modalità,alto_uso,1,s.f.inv.
modella,alto_uso,,s.f.
modellare,alta_disponibilita,,v.tr.
modello,fondamentale,,s.m.
moderato,alto_uso,,"p.pass., agg., avv., s.m."
moderatore,alto_uso,,"agg., s.m."
modernità,alto_uso,,s.f.inv.
moderno,fondamentale,,"agg., s.m."
modestia,alta_disponibilita,,s.f.
modesto,alto_uso,,agg.
modifica,alto_uso,,s.f.
modificare,fondamentale,,v.tr.
modificazione,alto_uso,,s.f.
modo,fondamentale,,s.m.
modulo,alto_uso,,s.m.
moglie,fondamentale,,s.f.
molecola,alto_uso,,s.f.
molisano,alta_disponibilita,,"agg., s.m."
molla,alta_disponibilita,,s.f.
mollare,alto_uso,,v.tr. e intr.
mollusco,alta_disponibilita,,s.m.
molo,alta_disponibilita,,s.m.
moltiplicare,alto_uso,,v.tr.
molto,fondamentale,,"agg.indef., pron.indef., avv., s.m."
momento,fondamentale,,s.m.
monaca,alta_disponibilita,,s.f.
monaco,alta_disponibilita,1,s.m.
monarchica,alta_disponibilita,,s.f.
mondiale,fondamentale,,"agg., s.m."
mondo,fondamentale,1,s.m.
monello,alta_disponibilita,,s.m.
moneta,fondamentale,,s.f.
monetario,alto_uso,2,agg.
monitor,alto_uso,,s.m.inv.
monologo,alto_uso,,s.m.
montaggio,alto_uso,,s.m.
montagna,fondamentale,,s.f.
montare,alto_uso,,v.intr. e tr.
monte,fondamentale,,s.m.
montenegrino,alta_disponibilita,,"agg., s.m."
monumento,alto_uso,,s.m.
mora,alto_uso,1,s.f.
morale,fondamentale,1,"agg., s.f., s.m."
morbido,alto_uso,,"agg., s.m."
mordere,alto_uso,,v.tr.
morire,fondamentale,,"v.intr., v.tr."
moro,alto_uso,1,"agg., s.m."
morsicare,alta_disponibilita,,v.tr.
morso,alta_disponibilita,1,s.m.
mortadella,alta_disponibilita,,s.f.
mortale,alto_uso,,"agg., s.m. e f."
morte,fondamentale,,s.f.
morto,fondamentale,,"p.pass., agg., s.m."
mosca,alto_uso,,s.f.
moscovita,alto_uso,,"agg., s.m. e f."
mossa,alto_uso,,s.f.
mostarda,alta_disponibilita,,s.f.
mostra,fondamentale,,s.f.
mostrare,fondamentale,,"v.tr., v.intr."
mostro,alto_uso,1,s.m.
motel,alta_disponibilita,,s.m.inv.
motivare,alto_uso,,v.tr.
motivazione,alto_uso,,s.f.
motivo,fondamentale,1,s.m.
moto,fondamentale,1,s.m.
moto,fondamentale,2,s.f.inv.
motociclismo,alta_disponibilita,,s.m.
motociclista,alta_disponibilita,,"agg., s.m. e f."
motore,fondamentale,,"agg., s.m."
motorino,alto_uso,,s.m.
motoscafo,alta_disponibilita,,s.m.
mousse,alta_disponibilita,,s.f.inv.
movimento,fondamentale,,s.m.
mozzarella,alta_disponibilita,,s.f.
mucca,alto_uso,,s.f.
mucchio,alto_uso,1,s.m.
muggire,alta_disponibilita,,v.intr.
muggito,alta_disponibilita,,"p.pass., s.m."
mugnaio,alta_disponibilita,,s.m.
mugolare,alta_disponibilita,,v.intr. e tr.
mulino,alta_disponibilita,1,s.m.
multa,alto_uso,,s.f.
multare,alta_disponibilita,,v.tr.
multinazionale,alto_uso,,"agg., s.f."
multiplo,alto_uso,,"agg., s.m."
multipresa,alta_disponibilita,,s.f.
mummia,alta_disponibilita,,s.f.
mungere,alta_disponibilita,,v.tr.
municipio,alta_disponibilita,,s.m.
muovere,fondamentale,,v.tr. e intr.
murare,alta_disponibilita,1,v.tr.
muratore,alta_disponibilita,,s.m.
muro,fondamentale,,s.m.
muschio,alta_disponibilita,1,"s.m., s.m.inv., agg.inv."
muscolare,alto_uso,,"agg., s.m. e f."
muscolo,fondamentale,,s.m.
museo,fondamentale,,s.m.
musica,fondamentale,1,s.f.
musicale,fondamentale,,agg.
musicista,alto_uso,,s.m. e f.
muso,alto_uso,,s.m.
musulmano,alto_uso,,"agg., s.m."
muta,alta_disponibilita,1,s.f.
mutamento,alto_uso,,s.m.
mutanda,alto_uso,,s.f.
mutandina,alta_disponibilita,,s.f.
mutare,alto_uso,,v.tr. e intr.
mutazione,alto_uso,,s.f.
mutilato,alta_disponibilita,,"p.pass., agg., s.m."
muto,alto_uso,1,"agg., s.m."
mutuo,alto_uso,1,s.m.
nanna,alta_disponibilita,,s.f.
nano,alto_uso,,"agg., s.m."
napoletano,alto_uso,,"agg., s.m."
narrare,alto_uso,,v.tr.
narrativo,alto_uso,,agg.
narratore,alto_uso,,s.m.
narrazione,alto_uso,,s.f.
nasale,alto_uso,1,"agg., s.f., s.m."
nascere,fondamentale,,"v.intr., s.m."
nascita,fondamentale,,s.f.
nascondere,fondamentale,,v.tr.
nascondiglio,alta_disponibilita,,s.m.
nascondino,alta_disponibilita,,s.m.
nascosto,fondamentale,,"p.pass., agg., s.m."
naso,fondamentale,,s.m.
nastro,fondamentale,,s.m.
natale,fondamentale,,"agg., s.m."
natalizio,alto_uso,,"agg., s.m."
nato,alto_uso,,"p.pass., agg., s.m."
natura,fondamentale,,s.f.
naturale,fondamentale,,"agg., s.m."
naturalmente,alto_uso,,avv.
naufragio,alta_disponibilita,,s.m.
navale,alta_disponibilita,,agg.
nave,fondamentale,,s.f.
navicella,alta_disponibilita,,s.f.
navigare,alto_uso,,"v.intr., v.tr."
navigazione,alto_uso,,s.f.
nazionale,fondamentale,,"agg., s.f. e m."
nazionalità,alta_disponibilita,,s.f.inv.
nazione,fondamentale,,s.f.
nazista,alto_uso,,"agg., s.m. e f."
ndrangheta,alta_disponibilita,,s.f.
né,fondamentale,,cong.
ne,fondamentale,1,"pron.pers., avv."
neanche,fondamentale,,avv.
nebbia,alto_uso,,s.f.
necessariamente,alto_uso,,avv.
necessario,fondamentale,,"agg., s.m."
necessità,fondamentale,,s.f.inv.
necessitare,alto_uso,,v.tr. e intr.
negare,fondamentale,,v.tr.
negativo,fondamentale,,"agg., s.m., avv."
negazione,alta_disponibilita,,s.f.
negoziante,alta_disponibilita,,"p.pres., s.m. e f."
negozio,fondamentale,,s.m.
negro,alto_uso,,"agg., s.m."
nemico,fondamentale,,"agg., s.m."
nemmeno,fondamentale,,avv.
neo,alta_disponibilita,1,s.m.
neonato,alto_uso,,"s.m., agg."
neppure,fondamentale,,avv.
nero,fondamentale,,"agg., s.m."
nervo,alto_uso,,s.m.
nervosismo,alta_disponibilita,,s.m.
nervoso,fondamentale,,"agg., s.m."
nessuno,fondamentale,,"agg. indef., pron.indef.m., s.m."
nettare,alta_disponibilita,1,s.m.
netto,alto_uso,,"agg., s.m., avv."
network,alto_uso,,s.m.inv.
neutro,alto_uso,,"agg., s.m."
neve,fondamentale,,s.f.
nevicare,alta_disponibilita,,v.intr. e tr.
news,alto_uso,,s.f.pl.
newyorkese,alta_disponibilita,,"agg., s.m. e f."
nido,alto_uso,,s.m.
niente,fondamentale,,"pron.indef.inv., s.m.inv., agg.inv., avv."
nipote,fondamentale,,s.m. e f.
no,fondamentale,1,"avv., s.m.inv., agg.inv."
nobile,alto_uso,,"agg., s.m. e f."
nocciola,alta_disponibilita,,"s.f., s.m.inv., agg.inv."
nocciolina,alta_disponibilita,,s.f.
nocivo,alta_disponibilita,,agg.
nodo,alto_uso,,s.m.
noi,fondamentale,,pron.pers. di prima pers.pl.
noia,alto_uso,,s.f.
noioso,alto_uso,,agg.
noleggiare,alta_disponibilita,,v.tr.
nome,fondamentale,,s.m.
nomina,alto_uso,,s.f.
nominare,fondamentale,,v.tr.
non,fondamentale,,avv.
nonché,alto_uso,,cong.
nonna,fondamentale,,s.f.
nonno,fondamentale,,s.m.
nono,alto_uso,,"agg.num.ord., s.m."
nonostante,fondamentale,,"prep., cong."
nord,fondamentale,,"s.m.inv., agg.inv."
nordamericano,alta_disponibilita,,"agg., s.m."
norma,alto_uso,,s.f.
normale,fondamentale,,"agg., s.m., s.f."
normalità,alto_uso,,s.f.inv.
normalmente,alto_uso,,avv.
normativa,alto_uso,,s.f.
norvegese,alta_disponibilita,,"agg., s.m. e f."
nostalgia,alto_uso,,s.f.
nostro,fondamentale,,"agg.poss. di prima pers.pl., pron.poss. di prima pers.pl."
nota,fondamentale,,s.f.
notaio,alto_uso,,s.m.
notare,fondamentale,1,v.tr.
notevole,alto_uso,,agg.
notizia,fondamentale,,s.f.
noto,fondamentale,1,"agg., s.m."
notte,fondamentale,,s.f.
notturno,alto_uso,,"agg., s.m."
novanta,alto_uso,,"agg.num.card.inv., s.m.inv."
nove,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl."
novella,alta_disponibilita,,s.f.
novembre,fondamentale,,s.m.
novità,fondamentale,,s.f.inv.
nozione,alto_uso,,s.f.
nozze,alto_uso,,s.f.pl.
nube,alto_uso,,s.f.
nucleare,fondamentale,,"agg., s.m."
nucleo,alto_uso,,s.m.
nudo,fondamentale,,"agg., s.m."
nulla,fondamentale,,"pron.indef.inv., s.m.inv., avv."
numerare,alto_uso,,v.tr.
numerazione,alta_disponibilita,,s.f.
numero,fondamentale,,s.m.
numeroso,fondamentale,,agg.
nuora,alta_disponibilita,,s.f.
nuotare,alto_uso,,v.intr. e tr.
nuoto,alto_uso,,s.m.
nuovamente,alto_uso,,avv.
nuovo,fondamentale,,"agg., s.m."
nutrire,alto_uso,,v.tr.
nuvola,alto_uso,,s.f.
nuvoloso,alta_disponibilita,,agg.
nylon,alta_disponibilita,,"s.m.inv. 1o s.f. e m.inv., 2o cong."
obbedire,alto_uso,,v.intr.
obbiettivo,alta_disponibilita,,"agg., s.m."
obbligare,fondamentale,,v.tr.
obbligatorio,alto_uso,,agg.
obbligazione,alto_uso,,s.f.
obbligo,alto_uso,,s.m.
obiettivo,fondamentale,,"agg., s.m."
obiezione,alto_uso,,s.f.
oblò,alta_disponibilita,,s.m.inv.
occasione,fondamentale,,s.f.
occhiaia,alta_disponibilita,,s.f.
occhiale,fondamentale,,"s.m., agg."
occhiata,alto_uso,1,s.f.
occhiello,alta_disponibilita,,s.m.
occhio,fondamentale,,s.m.
occidentale,fondamentale,,"agg., s.m. e f."
occidente,alto_uso,,"s.m., agg."
occorrere,fondamentale,,v.intr.
occupare,fondamentale,,v.tr.
occupato,alta_disponibilita,,"p.pass., agg., s.m."
occupazione,alto_uso,,s.f.
oceano,alto_uso,,s.m.
oculista,alta_disponibilita,,s.m. e f.
oddio,alto_uso,,inter.
odiare,fondamentale,,v.tr.
odio,alto_uso,,s.m.
odorare,alta_disponibilita,,v.tr. e intr.
odore,fondamentale,,s.m.
offendere,alto_uso,,v.tr.
offerta,fondamentale,,s.f.
offesa,alto_uso,,s.f.
offeso,alta_disponibilita,,"p.pass., agg., s.m."
officina,alto_uso,,s.f.
offline,alto_uso,,"agg.inv., s.m.inv."
offrire,fondamentale,,v.tr.
oggettivo,alto_uso,,agg.
oggetto,fondamentale,,s.m.
oggi,fondamentale,,"avv., s.m.inv."
ogni,fondamentale,,agg.indef.inv.
ognuno,fondamentale,,"pron.indef.m., agg.indef."
ok,fondamentale,,"avv., s.m.inv., agg.inv."
okay,fondamentale,,"avv., s.m.inv., agg.inv."
olandese,alto_uso,,"agg., s.m. e f."
oliare,alta_disponibilita,,v.tr.
oliera,alta_disponibilita,,s.f.
olimpico,alto_uso,,agg.
olio,fondamentale,,s.m.
oliva,alto_uso,,"s.f., s.m.inv., agg.inv."
oltre,fondamentale,,"avv., prep."
oltrepassare,alta_disponibilita,,v.tr.
oltretutto,alto_uso,,avv.
omaggio,alto_uso,,s.m.
ombelico,alta_disponibilita,,s.m.
ombra,fondamentale,,s.f.
ombrellone,alta_disponibilita,,s.m.
omicidio,fondamentale,,s.m.
omogeneizzato,alta_disponibilita,,"p.pass., agg., s.m."
omonimo,alto_uso,,"agg., s.m."
onda,fondamentale,,s.f.
ondata,alto_uso,,s.f.
ondeggiare,alta_disponibilita,,v.intr.
onere,alto_uso,,s.m.
onestamente,alto_uso,,avv.
onesto,alto_uso,,"agg., s.m., avv."
online,alto_uso,,"agg.inv., s.m.inv."
onorare,alto_uso,,v.tr.
onore,fondamentale,,s.m.
opera,fondamentale,,s.f.
operaio,fondamentale,,"s.m., agg."
operare,fondamentale,,v.intr. e tr.
operativo,alto_uso,,"agg., s.m."
operatore,alto_uso,,"agg., s.m."
operazione,fondamentale,,s.f.
opinione,fondamentale,,s.f.
opporre,fondamentale,,v.tr.
opportunità,alto_uso,,s.f.inv.
opportuno,alto_uso,,agg.
opposizione,alto_uso,,s.f.
opposto,fondamentale,,"p.pass., agg., s.m."
oppressivo,alta_disponibilita,,agg.
oppresso,alta_disponibilita,,"p.pass., agg., s.m."
oppressore,alta_disponibilita,,"agg., s.m."
oppure,fondamentale,,cong.
opzione,alto_uso,1,s.f.
ora,fondamentale,1,s.f.
ora,fondamentale,2,avv.
orale,alto_uso,2,agg.
oramai,alto_uso,,avv.
orario,fondamentale,1,"agg., s.m."
orbita,alto_uso,,s.f.
orchestra,alto_uso,,s.f.
orco,alto_uso,,s.m.
ordinamento,alto_uso,,s.m.
ordinanza,alto_uso,,s.f.
ordinare,fondamentale,,v.tr.
ordinario,alto_uso,,"agg., s.m."
ordine,fondamentale,,s.m.
orecchino,alta_disponibilita,,s.m.
orecchio,fondamentale,,s.m.
orefice,alta_disponibilita,,s.m. e f.
organico,alto_uso,,"agg., s.m."
organismo,fondamentale,,s.m.
organizzare,fondamentale,,v.tr.
organizzato,alto_uso,,"p.pass., agg., s.m."
organizzazione,fondamentale,,s.f.
organo,fondamentale,,s.m.
orgasmo,alto_uso,,s.m.
orgoglio,alto_uso,,s.m.
orgoglioso,alto_uso,,agg.
orientale,alto_uso,,"agg., s.m. e f."
orientamento,alto_uso,,s.m.
orientare,alto_uso,,v.tr.
oriente,alto_uso,,"agg., s.m."
origano,alta_disponibilita,,s.m.
originale,fondamentale,,"agg., s.m. e f."
originario,alto_uso,,agg.
origine,fondamentale,,s.f.
orizzontale,alto_uso,,"agg., s.f."
orizzonte,alto_uso,,s.m.
orlo,alto_uso,,s.m.
orma,alta_disponibilita,,s.f.
ormai,fondamentale,,avv.
ormone,alto_uso,,s.m.
oro,fondamentale,,s.m.
orologiaio,alta_disponibilita,,s.m.
orologio,fondamentale,,s.m.
oroscopo,alto_uso,,s.m.
orribile,alto_uso,,agg.
orrore,alto_uso,,s.m.
orso,alto_uso,,s.m.
ortaggio,alta_disponibilita,,s.m.
ortensia,alta_disponibilita,,s.f.
ortica,alta_disponibilita,,s.f.
orto,alto_uso,1,s.m.
ortolano,alta_disponibilita,,"s.m., agg."
orzo,alta_disponibilita,,s.m.
osare,alto_uso,,v.tr.
osceno,alta_disponibilita,,agg.
oscillare,alto_uso,,v.intr.
oscurare,alto_uso,,v.tr. e intr.
oscuro,alto_uso,,"agg., s.m., avv."
ospedale,fondamentale,,s.m.
ospitalità,alta_disponibilita,,s.f.inv.
ospitare,fondamentale,,v.tr.
ospite,fondamentale,,"agg., s.m. e f."
ospizio,alta_disponibilita,,s.m.
osservare,fondamentale,,v.tr. e intr.
osservazione,alto_uso,,s.f.
ossessione,alto_uso,,s.f.
ossia,alto_uso,,cong.
ossigeno,alto_uso,,s.m.
osso,fondamentale,,s.m.
ostacolare,alto_uso,,v.tr.
ostacolo,alto_uso,,s.m.
ostaggio,alta_disponibilita,,s.m.
oste,alta_disponibilita,1,s.m.
ostile,alto_uso,,agg.
ostinato,alta_disponibilita,,"p.pass., agg."
ostrica,alta_disponibilita,,s.f.
ottanta,alto_uso,,"agg.num.card.inv., s.m.inv."
ottavo,alto_uso,,"agg.num.ord., s.m."
ottenere,fondamentale,,v.tr.
ottica,alto_uso,1,s.f.
ottimo,fondamentale,,"agg., s.m."
otto,fondamentale,,"agg.num.card.inv., s.m.inv., s.f.pl."
ottobre,fondamentale,,s.m.
ottone,alta_disponibilita,,s.m.
ovale,alta_disponibilita,,"agg., s.m., s.f."
ovatta,alto_uso,,s.f.
ove,alto_uso,,"avv., cong."
ovest,alto_uso,,"s.m.inv., agg.inv."
ovile,alta_disponibilita,,s.m.
ovino,alta_disponibilita,1,"agg., s.m."
ovunque,fondamentale,,"avv., cong."
ovvero,fondamentale,,cong.
ovviamente,fondamentale,,avv.
ovviare,alto_uso,,v.intr. e tr.
ovvio,alto_uso,,agg.
ozono,alta_disponibilita,,s.m.
pacchetto,alto_uso,1,s.m.
pacco,alto_uso,,s.m.
pace,fondamentale,1,s.f.
padella,alta_disponibilita,,s.f.
padre,fondamentale,,s.m.
padrona,alto_uso,,s.f.
padronato,alta_disponibilita,,s.m.
padrone,fondamentale,,s.m.
padroneggiare,alta_disponibilita,,v.tr.
paesaggio,alto_uso,,s.m.
paese,fondamentale,,s.m.
paga,alto_uso,,"s.f., s.m.inv."
pagamento,fondamentale,,s.m.
pagare,fondamentale,,v.tr.
pagella,alta_disponibilita,,s.f.
pagina,fondamentale,,s.f.
paglia,alto_uso,,"s.f., s.m.inv., agg. inv."
pagliaio,alta_disponibilita,,s.m.
pago,alto_uso,3,"p.pass., agg."
paio,fondamentale,,s.m.
pala,alto_uso,1,s.f.
palato,alta_disponibilita,1,s.m.
palazzina,alta_disponibilita,,s.f.
palazzo,fondamentale,,s.m.
palco,alto_uso,,s.m.
palcoscenico,alto_uso,,s.m.
palermitano,alta_disponibilita,,"agg., s.m."
palestinese,alta_disponibilita,,"agg., s.m. e f."
palestra,alto_uso,,s.f.
paletta,alta_disponibilita,1,s.f.
palla,fondamentale,1,s.f.
pallacanestro,alta_disponibilita,,s.f.
pallanuoto,alta_disponibilita,,s.f.
pallavolo,alta_disponibilita,,s.f.
pallido,alto_uso,,agg.
pallina,alto_uso,,s.f.
pallino,alta_disponibilita,,s.m.
palloncino,alta_disponibilita,,s.m.
pallone,alto_uso,,s.m.
pallottola,alta_disponibilita,,s.f.
pallottoliere,alta_disponibilita,,s.m.
palma,alta_disponibilita,1,s.f.
palo,alto_uso,,s.m.
palombaro,alta_disponibilita,,s.m.
palpebra,alta_disponibilita,,s.f.
palude,alta_disponibilita,,s.f.
panca,alta_disponibilita,,s.f.
pancarrè,alta_disponibilita,,s.m.inv.
pancetta,alta_disponibilita,,s.f.
panchina,alto_uso,,s.f.
pancia,alto_uso,,s.f.
panciotto,alto_uso,,s.m.
panda,alta_disponibilita,,s.m.inv.
pandoro,alta_disponibilita,,s.m.
pane,fondamentale,1,s.m.
panetteria,alta_disponibilita,,s.f.
panettiere,alta_disponibilita,,s.m.
panettone,alta_disponibilita,,s.m.
panico,alto_uso,1,"agg., s.m."
paniere,alta_disponibilita,,s.m.
panino,alto_uso,,s.m.
panna,alto_uso,1,s.f.
pannello,alto_uso,,s.m.
panno,alto_uso,,s.m.
pannocchia,alta_disponibilita,,s.f.
pannolino,alta_disponibilita,1,s.m.
pannolone,alta_disponibilita,,s.m.
panorama,alto_uso,,s.m.
pantalone,alto_uso,1,s.m.
pantera,alta_disponibilita,1,s.f.
pantofola,alta_disponibilita,,s.f.
panzerotto,alta_disponibilita,,s.m.
papa,fondamentale,,s.m.
papà,fondamentale,,s.m.inv.
papavero,alta_disponibilita,,s.m.
papera,alta_disponibilita,,s.f.
papero,alta_disponibilita,,s.m.
pappa,alta_disponibilita,1,s.f.
pappagallo,alta_disponibilita,,s.m.
parabola,alta_disponibilita,2,s.f.
parabrezza,alta_disponibilita,,s.m.inv.
paracadute,alta_disponibilita,,s.m.inv.
paracadutista,alta_disponibilita,,s.m. e f.
paradiso,alto_uso,1,s.m.
paradosso,alto_uso,1,"s.m., agg."
parafulmine,alta_disponibilita,,s.m.
paragonare,alto_uso,,v.tr.
paragone,alto_uso,,s.m.
paralisi,alta_disponibilita,,s.f.inv.
paralizzato,alta_disponibilita,,"p.pass., agg."
parallelepipedo,alta_disponibilita,,s.m.
parallelo,alto_uso,,"agg., s.m."
paralume,alta_disponibilita,,s.m.
parametro,alto_uso,,s.m.
paraocchi,alta_disponibilita,,s.m.inv.
parare,alto_uso,,v.tr.
paraurti,alta_disponibilita,,s.m.inv.
paravento,alta_disponibilita,,s.m.
parcheggiare,alto_uso,,v.tr.
parcheggio,alto_uso,,s.m.
parco,fondamentale,1,s.m.
parecchio,fondamentale,,"agg.indef., pron.indef., avv., agg."
pareggiare,alta_disponibilita,,v.tr. e intr.
pareggio,alta_disponibilita,1,s.m.
parente,fondamentale,,s.m. e f.
parentesi,alto_uso,,s.f.inv.
parere,fondamentale,1,v.intr.
parere,fondamentale,2,s.m.
parete,fondamentale,,s.f.
pari,fondamentale,1,"agg.inv., avv., s.m. e f.inv."
parigino,alta_disponibilita,,"agg., s.m."
parità,alta_disponibilita,1,s.f.inv.
parlamentare,alto_uso,1,"agg., s.m. e f."
parlamento,alto_uso,,s.m.
parlare,fondamentale,1,v.intr. e tr.
parmigiano,alta_disponibilita,,"agg., s.m."
parola,fondamentale,,s.f.
parquet,alta_disponibilita,,s.m.inv.
parroco,alta_disponibilita,,s.m.
parrucca,alta_disponibilita,,s.f.
parrucchiere,alta_disponibilita,,s.m.
parte,fondamentale,,"s.f., avv."
partecipante,alto_uso,,"p.pres., agg., s.m. e f."
partecipare,fondamentale,,v.intr. e tr.
partecipazione,alto_uso,,s.f.
parteggiare,alta_disponibilita,1,v.intr.
partenza,fondamentale,,s.f.
particella,alto_uso,,s.f.
particolare,fondamentale,,"agg., s.m."
particolarmente,fondamentale,,avv.
partigiano,alto_uso,,"s.m., agg."
partire,fondamentale,1,v.intr.
partita,fondamentale,1,s.f.
partito,fondamentale,1,s.m.
partner,alto_uso,,s.m. e f.inv.
parto,alto_uso,1,s.m.
partorire,alto_uso,,v.tr.
party,alto_uso,,s.m.inv.
parziale,alto_uso,,"agg., s.m."
parzialmente,alto_uso,,avv.
pascolare,alta_disponibilita,,v.tr. e intr.
pasqua,alta_disponibilita,,s.f.
pasquale,alto_uso,,agg.
passaggio,fondamentale,,s.m.
passare,fondamentale,,v.intr. e tr.
passata,alta_disponibilita,,s.f.
passatempo,alta_disponibilita,,s.m.
passato,fondamentale,,"p.pass., agg., s.m."
passeggero,alto_uso,,"agg., s.m."
passeggiare,alto_uso,,v.intr. e tr.
passeggiata,alto_uso,,s.f.
passeggio,alto_uso,,s.m.
passero,alta_disponibilita,,s.m.
passione,fondamentale,,s.f.
passivo,alto_uso,,"agg., s.m."
